#
742429	774912
2221	0.372862
2222	0.532078
2211	0.000278
2212	0.000225
1221	0.000081
1222	0.001325
1212	0.000105
1122	0.001046
1111	0.000955
1112	0.091046
#
836727	939470
2222	0.688065
2221	0.000645
2212	0.121696
2211	0.021289
2122	0.011702
2112	0.070465
2111	0.000015
1222	0.013292
1212	0.049250
1211	0.017466
1122	0.003151
1112	0.000108
1111	0.002854
#
1020496	1050097
222	0.784392
221	0.039770
211	0.150825
122	0.025013
#
1148140	1176364
2222	0.804590
2221	0.002789
2212	0.015818
2211	0.002466
2122	0.002001
1212	0.000500
1122	0.000513
1121	0.000513
1112	0.000740
1111	0.170070
#
1180386	1206920
222	0.617037
221	0.000250
212	0.001501
211	0.374209
122	0.000522
111	0.006481
#
1221370	1346412
22222222	0.610673
22222211	0.001903
22222122	0.000903
22222111	0.001003
22221122	0.000303
22212222	0.002369
22211122	0.000132
22211111	0.000745
22122222	0.000055
22111222	0.000120
22111111	0.000130
21222222	0.001906
21222221	0.005493
21222122	0.012389
21122222	0.000610
21122122	0.000085
21121122	0.000500
21112222	0.000500
21112121	0.001481
21112111	0.000770
21111222	0.006508
21111122	0.069587
21111121	0.007000
21111111	0.075233
12222222	0.000503
11222222	0.197231
11222221	0.000275
11222121	0.001508
11222111	0.000005
11221222	0.000010
11221122	0.000060
11212222	0.000008
#
1415563	1500663
111112222	0.000500
111121211	0.002690
111121222	0.000055
111122122	0.000003
111211211	0.000541
111211222	0.000262
111212221	0.000127
111212222	0.230545
111212122	0.000176
111221211	0.000565
111221222	0.007352
111222221	0.000005
111222222	0.038594
111222122	0.073628
112121211	0.094429
112121222	0.000010
112122222	0.000087
112122122	0.000385
112212222	0.000666
112221222	0.000013
112222222	0.002788
112222122	0.010212
121212222	0.000490
121222222	0.000260
122121211	0.001146
122212222	0.001808
122212122	0.000003
122221211	0.000134
122221221	0.000013
122221222	0.065716
122222221	0.000008
122222222	0.024502
122222122	0.060168
211121211	0.000048
211122222	0.000015
211122122	0.000293
211211211	0.000005
211211222	0.000013
211212221	0.000010
211212222	0.016809
211212122	0.000446
211221222	0.000067
211222222	0.000636
211222122	0.002436
212121211	0.009088
212122222	0.000043
212222122	0.001449
221212222	0.000156
221222122	0.001461
222121211	0.002654
222121222	0.000008
222122222	0.000020
222122122	0.000077
222212222	0.005884
222212122	0.000184
222221211	0.000254
222221221	0.000023
222221222	0.010429
222221122	0.000078
222222221	0.000066
222222222	0.033241
222222122	0.296221
#
1696020	1829897
212121222	0.000493
212221222	0.000035
212221221	0.000005
212211222	0.044175
212211221	0.000204
212211212	0.000500
212211211	0.065783
212211122	0.000130
222121222	0.259448
222121221	0.000025
222121122	0.000020
222221222	0.016712
222221221	0.000023
222222222	0.163468
222222122	0.000005
222211222	0.003722
222211221	0.069159
222211122	0.008160
221121222	0.045523
112221222	0.000033
112211222	0.000183
112211221	0.000033
112211122	0.000233
